Agência Nacional de Águas - ANA
Superintendência de Gestão da Rede Hidrometeorológica-SGH
Sistema de Informações Hidrológicas - Versão WEB
Fone: (61) 2109-5242
E-mail: hidro@ana.gov.br

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: Indica se a medição é média diaria ou instantânea.  0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:86510000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
86510000;2;01/05/2023;;1;1;"1287,04";"60,4";"293,6";7;1;1;1;1;;;"60,3981";"61,4872";"75,3553";"302,896";"657,3279";"922,2263";"1287,0436";"1033,1556";"823,7844";"636,2101";"436,6529";"346,3671";"295,02";"263,6016";"212,5348";"169,0452";"167,192";"150,9934";"72,9413";"112,0011";"96,1554";"76,5777";"90,7065";"144,071";"77,8105";"67,0863";"65,946";"142,367";"71,7498";"85,4238";"97,5437";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/04/2023;;1;1;"302,9";"33,21";"83,49";18;5;1;1;1;;;"90,7065";"69,3975";"107,5539";"94,7776";"33,2083";"53,0588";"56,1432";"76,5777";"70,5685";"46,2159";"53,0588";"79,0535";"46,2159";"74,1432";"55,105";"36,4575";"39,866";"302,896";"216,7472";"116,5426";"72,9413";"65,946";"57,1917";"93,4101";"79,0535";"81,5706";"63,6962";"89,3703";"101,7711";"81,5706";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86510000;2;01/03/2023;;1;1;"458,11";"63,7";"164,54";9;20;1;1;1;;;"101,7711";"142,367";"147,5109";"113,5044";"245,1862";"282,7167";"242,9333";"383,2738";"458,1093";"377,505";"245,1862";"242,9333";"190,1388";"196,1173";"140,6736";"169,0452";"98,9424";"67,0863";"68,2367";"63,6962";"77,8105";"68,2367";"69,3975";"63,6962";"169,0452";"109,0258";"119,6229";"79,0535";"104,6416";"127,508";"135,6571";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/02/2023;;1;1;"305,55";"32,42";"101,87";21;9;1;1;1;;;"62,5866";"63,6962";"109,0258";"79,0535";"34,813";"58,2503";"72,9413";"50,0655";"32,4208";"44,3514";"53,0588";"36,4575";"32,4208";"34,813";"45,2786";"41,6301";"71,7498";"58,2503";"59,3191";"96,1554";"305,5486";"152,7505";"176,5654";"218,8697";"300,2521";"256,614";"150,9934";"154,5184";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
86510000;2;01/01/2023;;1;1;"134,01";"39,0";"64,64";21;9;1;1;1;;;"79,0535";"61,4872";"74,1432";"94,7776";"40,743";"61,4872";"65,946";"57,1917";"38,9989";"52,0509";"55,105";"38,9989";"45,2786";"52,0509";"63,6962";"67,0863";"60,3981";"71,7498";"80,3069";"80,3069";"134,0061";"96,1554";"79,0535";"77,8105";"63,6962";"62,5866";"38,9989";"38,9989";"54,0768";"59,3191";"58,2503";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/12/2022;;1;1;"338,05";"64,82";"151,74";5;25;1;1;1;;;"169,0452";"236,2401";"249,7246";"225,3022";"338,0504";"282,7167";"265,9527";"145,7857";"154,5184";"122,7453";"138,9909";"180,3898";"154,5184";"144,071";"118,0775";"135,6571";"104,6416";"79,0535";"118,0775";"113,5044";"130,7359";"186,2069";"119,6229";"88,0444";"64,816";"76,5777";"68,2367";"101,7711";"159,8858";"129,1167";"101,7711";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/11/2022;;1;1;"182,32";"43,43";"88,04";1;21;;1;1;;;"182,3181";"116,5426";"167,192";"112,0011";"116,5426";"85,4238";"72,9413";"84,1291";"77,8105";"145,7857";"58,2503";"57,1917";"76,5777";"88,0444";"80,3069";"76,5777";"88,0444";"76,5777";"74,1432";"70,5685";"43,4343";"76,5777";"88,0444";"76,5777";"75,3553";"45,2786";"46,2159";"48,1205";"113,5044";"121,1788";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86510000;2;01/10/2022;;1;1;"689,49";"81,57";"216,96";13;6;1;1;1;;;"90,7065";"98,9424";"106,0925";"85,4238";"82,8447";"81,5706";"159,8858";"156,2969";"161,6963";"169,0452";"212,5348";"479,9495";"689,487";"591,3485";"332,5482";"263,6016";"397,839";"287,6051";"245,1862";"172,7839";"204,2396";"202,1929";"221,003";"273,0715";"188,1675";"154,5184";"161,6963";"170,9092";"89,3703";"98,9424";"96,1554";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/09/2022;;1;1;"270,69";"79,05";"148,04";22;30;1;1;1;;;"204,2396";"150,9934";"178,4722";"184,2571";"132,3657";"145,7857";"150,9934";"97,5437";"107,5539";"165,3494";"137,3187";"180,3898";"122,7453";"130,7359";"110,5082";"90,7065";"94,7776";"101,7711";"119,6229";"223,1472";"212,5348";"270,6876";"212,5348";"190,1388";"138,9909";"134,0061";"142,367";"113,5044";"118,0775";"79,0535";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86510000;2;01/08/2022;;1;1;"1012,26";"170,91";"377,27";12;30;1;1;1;;;"321,6455";"254,3066";"194,1137";"223,1472";"256,614";"188,1675";"221,003";"188,1675";"176,5654";"380,3853";"870,5165";"1012,2579";"678,7034";"521,5126";"458,1093";"479,9495";"451,9396";"476,8061";"554,3574";"632,7156";"534,5602";"448,8665";"377,505";"261,2614";"242,9333";"240,6914";"290,0658";"172,7839";"204,2396";"170,9092";"210,4448";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/07/2022;;1;1;"1016,42";"184,26";"447,25";16;27;1;1;1;;;"689,487";"581,1712";"498,9716";"461,206";"421,5643";"360,3961";"321,6455";"316,2455";"295,02";"247,4499";"256,614";"292,5374";"305,5486";"391,9885";"736,9481";"1016,4246";"1008,0975";"835,3768";"664,4246";"534,5602";"458,1093";"377,505";"389,0754";"394,9097";"316,2455";"247,4499";"184,2571";"216,7472";"360,3961";"335,295";"349,1562";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/06/2022;;1;1;"4118,93";"424,57";"1445,57";7;16;1;1;1;;;"1491,061";"1054,2133";"823,7844";"682,2908";"598,17";"1664,2552";"4118,9263";"2252,0718";"1576,5653";"1135,6746";"854,8317";"703,9641";"574,4232";"502,1689";"458,1093";"424,5661";"511,8065";"2384,389";"1809,0814";"1166,2565";"854,8317";"2721,3877";"3724,1614";"2957,375";"2359,3152";"1809,0814";"1368,5468";"1075,4296";"898,2213";"812,2531";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86510000;2;01/05/2022;;1;1;"4650,76";"321,65";"1124,01";4;28;1;1;1;;;"521,5126";"2135,1638";"3879,8745";"4650,7593";"2770,5557";"1812,773";"1259,8173";"890,2724";"700,3342";"567,7049";"492,6001";"473,6705";"448,8665";"418,5705";"346,3671";"439,6945";"486,2593";"515,0342";"547,7283";"636,2101";"629,2285";"544,425";"467,4227";"354,7595";"343,5865";"340,8142";"338,0504";"321,6455";"718,5537";"4470,1875";"2321,933";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/04/2022;;1;1;"898,22";"85,42";"237,7";6;22;1;1;1;;;"89,3703";"100,3515";"100,3515";"445,8012";"854,8317";"898,2213";"567,7049";"451,9396";"308,2099";"206,2972";"223,1472";"188,1675";"196,1173";"178,4722";"172,7839";"140,6736";"156,2969";"158,086";"96,1554";"100,3515";"98,9424";"85,4238";"97,5437";"116,5426";"104,6416";"130,7359";"152,7505";"159,8858";"261,2614";"290,0658";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86510000;2;01/03/2022;;1;1;"567,7";"32,42";"105,53";24;10;1;1;1;;;"36,4575";"36,4575";"35,6303";"34,813";"34,0057";"34,813";"35,6303";"46,2159";"43,4343";"32,4208";"37,2947";"37,2947";"36,4575";"36,4575";"138,9909";"107,5539";"90,7065";"72,9413";"62,5866";"90,7065";"35,6303";"38,1418";"39,866";"567,7049";"479,9495";"285,1554";"212,5348";"169,0452";"116,5426";"112,0011";"134,0061";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/02/2022;;1;1;"88,04";"23,08";"39,94";3;13;;1;1;;;"69,3975";"51,0532";"88,0444";"63,6962";"57,1917";"51,0532";"34,0057";"45,2786";"32,4208";"32,4208";"32,4208";"25,7769";"23,0791";"27,1845";"43,4343";"44,3514";"35,6303";"35,6303";"27,1845";"23,0791";"26,4758";"25,7769";"27,1845";"28,6314";"38,1418";"49,088";"44,3514";"36,4575";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
86510000;2;01/01/2022;;1;1;"121,18";"21,16";"50,1";20;2;1;1;1;;;"25,7769";"21,158";"23,7389";"23,7389";"25,0878";"26,4758";"28,6314";"33,2083";"33,2083";"34,0057";"34,813";"32,4208";"33,2083";"30,1175";"24,4085";"22,429";"23,0791";"36,4575";"82,8447";"121,1788";"118,0775";"54,0768";"32,4208";"33,2083";"34,813";"75,3553";"72,9413";"119,6229";"103,2011";"118,0775";"75,3553";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/12/2021;;1;1;"124,32";"34,01";"55,55";9;30;1;1;1;;;"79,0535";"69,3975";"53,0588";"60,3981";"38,1418";"59,3191";"53,0588";"57,1917";"124,3223";"81,5706";"55,105";"46,2159";"38,1418";"54,0768";"60,3981";"60,3981";"63,6962";"48,1205";"58,2503";"58,2503";"38,1418";"65,946";"85,4238";"49,088";"37,2947";"48,1205";"36,4575";"36,4575";"36,4575";"34,0057";"36,4575";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/11/2021;;1;1;"282,72";"53,06";"117,22";19;15;1;1;1;;;"127,508";"145,7857";"85,4238";"214,6356";"134,0061";"101,7711";"124,3223";"106,0925";"97,5437";"94,7776";"82,8447";"54,0768";"71,7498";"76,5777";"53,0588";"57,1917";"63,6962";"130,7359";"282,7167";"252,0101";"268,3147";"169,0452";"124,3223";"79,0535";"76,5777";"85,4238";"100,3515";"65,946";"90,7065";"100,3515";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86510000;2;01/10/2021;;1;1;"922,23";"92,05";"437,01";2;30;1;1;1;;;"439,6945";"922,2263";"910,1942";"678,7034";"541,1292";"464,3104";"430,5936";"439,6945";"498,9716";"584,5563";"622,2757";"518,2697";"521,5126";"476,8061";"451,9396";"584,5563";"819,9339";"664,4246";"534,5602";"418,5705";"313,5583";"273,0715";"236,2401";"234,0308";"206,2972";"125,9099";"167,192";"144,071";"137,3187";"92,0531";"94,7776";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/09/2021;;1;1;"1657,16";"109,03";"549,84";9;6;1;1;1;;;"190,1388";"138,9909";"145,7857";"152,7505";"119,6229";"109,0258";"184,2571";"866,5853";"1657,1599";"1109,7043";"718,5537";"518,2697";"461,206";"554,3574";"774,2572";"946,468";"653,7903";"866,5853";"1287,0436";"922,2263";"722,2186";"601,5918";"505,3737";"467,4227";"386,1706";"363,2269";"321,6455";"258,9322";"273,0715";"218,8697";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86510000;2;01/08/2021;;1;1;"800,78";"64,82";"169,5";26;22;1;1;1;;;"69,3975";"80,3069";"74,1432";"77,8105";"82,8447";"80,3069";"81,5706";"71,7498";"65,946";"94,7776";"98,9424";"161,6963";"137,3187";"101,7711";"96,1554";"79,0535";"86,7289";"82,8447";"86,7289";"80,3069";"79,0535";"64,816";"64,816";"80,3069";"165,3494";"800,7827";"667,9836";"598,17";"448,8665";"270,6876";"223,1472";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/07/2021;;1;1;"740,65";"63,7";"205,82";1;26;1;1;1;;;"740,6478";"587,9487";"479,9495";"380,3853";"318,9413";"310,8798";"256,614";"242,9333";"170,9092";"190,1388";"134,0061";"161,6963";"156,2969";"142,367";"119,6229";"176,5654";"161,6963";"134,0061";"121,1788";"112,0011";"96,1554";"121,1788";"92,0531";"77,8105";"74,1432";"63,6962";"115,0183";"154,5184";"161,6963";"196,1173";"129,1167";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/06/2021;;1;1;"2207,39";"165,35";"525,35";28;8;1;1;1;;;"632,7156";"479,9495";"406,6755";"290,0658";"249,7246";"202,1929";"204,2396";"165,3494";"212,5348";"389,0754";"800,7827";"870,5165";"605,0209";"508,5863";"397,839";"321,6455";"234,0308";"204,2396";"206,2972";"231,8324";"270,6876";"282,7167";"208,3656";"216,7472";"310,8798";"486,2593";"1480,9478";"2207,3904";"1628,9177";"1054,2133";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86510000;2;01/05/2021;;1;1;"1805,39";"30,88";"225,97";30;4;1;1;1;;;"33,2083";"33,2083";"32,4208";"30,8754";"33,2083";"37,2947";"39,866";"42,5272";"121,1788";"76,5777";"72,9413";"56,1432";"54,0768";"36,4575";"36,4575";"34,0057";"35,6303";"37,2947";"48,1205";"34,813";"52,0509";"202,1929";"351,9537";"442,7439";"258,9322";"229,6448";"116,5426";"178,4722";"1407,7522";"1805,3931";"1033,1556";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/04/2021;;1;1;"106,09";"31,64";"48,17";3;19;1;1;1;;;"86,7289";"65,946";"106,0925";"58,2503";"82,8447";"75,3553";"53,0588";"35,6303";"38,9989";"38,9989";"61,4872";"35,6303";"47,1632";"34,0057";"34,0057";"33,2083";"33,2083";"32,4208";"31,6431";"31,6431";"32,4208";"34,0057";"48,1205";"53,0588";"34,813";"50,0655";"57,1917";"34,0057";"51,0532";"34,0057";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86510000;2;01/03/2021;;1;1;"169,05";"40,74";"98,41";7;21;1;1;2;;;"69,3975";"158,086";"147,5109";"161,6963";"152,7505";"152,7505";"169,0452";"149,2468";"97,5437";"77,8105";"74,1432";"70,5685";"52,0509";"55,105";"64,816";"55,105";"65,946";"101,7711";"96,1554";"80,3069";"40,743";"69,3975";"71,7498";"57,1917";"60,3981";"92,0531";"100,3515";"127,508";"119,6229";"149,2468";"110,5082";1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/02/2021;;1;1;"1414,34";"42,53";"324,88";1;23;;1;1;;;"1414,3358";"1088,2355";"751,7888";"581,1712";"646,7367";"605,0209";"486,2593";"409,6372";"318,9413";"223,1472";"154,5184";"161,6963";"218,8697";"240,6914";"275,4664";"240,6914";"182,3181";"167,192";"122,7453";"96,1554";"113,5044";"112,0011";"42,5272";"81,5706";"100,3515";"92,0531";"103,2011";"65,946";;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;;
86510000;2;01/01/2021;;1;1;"1823,87";"34,01";"287,71";30;11;1;1;1;;;"96,1554";"107,5539";"94,7776";"36,4575";"59,3191";"56,1432";"59,3191";"59,3191";"69,3975";"52,0509";"34,0057";"75,3553";"67,0863";"67,0863";"86,7289";"75,3553";"65,946";"206,2972";"169,0452";"163,5175";"122,7453";"137,3187";"295,02";"292,5374";"363,2269";"424,5661";"577,7935";"639,7118";"1166,2565";"1823,8689";"1375,0457";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/12/2020;;1;1;"300,25";"35,63";"127,85";5;27;1;1;1;;;"190,1388";"121,1788";"135,6571";"297,6169";"300,2521";"159,8858";"97,5437";"210,4448";"180,3898";"208,3656";"152,7505";"103,2011";"39,866";"180,3898";"144,071";"194,1137";"158,086";"96,1554";"115,0183";"74,1432";"97,5437";"85,4238";"79,0535";"89,3703";"63,6962";"57,1917";"35,6303";"52,0509";"67,0863";"60,3981";"116,5426";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
86510000;2;01/11/2020;;1;1;"161,7";"33,21";"52,53";19;14;1;1;1;;;"76,5777";"44,3514";"45,2786";"49,088";"46,2159";"36,4575";"35,6303";"35,6303";"34,813";"34,813";"45,2786";"39,866";"34,0057";"33,2083";"35,6303";"43,4343";"63,6962";"101,7711";"161,6963";"71,7498";"45,2786";"39,866";"40,743";"42,5272";"38,9989";"67,0863";"51,0532";"34,813";"37,2947";"109,0258";;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
86510000;2;01/10/2020;;1;1;"282,72";"35,63";"114,64";5;22;1;1;1;;;"182,3181";"135,6571";"186,2069";"194,1137";"282,7167";"236,2401";"225,3022";"188,1675";"192,1209";"138,9909";"119,6229";"125,9099";"106,0925";"75,3553";"93,4101";"98,9424";"75,3553";"72,9413";"37,2947";"93,4101";"93,4101";"35,6303";"48,1205";"50,0655";"54,0768";"58,2503";"65,946";"86,7289";"81,5706";"84,1291";"35,6303";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
